City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,san andres,12.5847,-81.7006,31.01,70,20,3.09,CO,1686441388
355,fort bragg,35.139,-79.006,29.32,31,0,4.12,US,1686441051
356,mizunami,35.3667,137.25,20.18,98,100,1.73,JP,1686441389
357,bel ombre,-4.6167,55.4167,26.91,83,40,6.17,SC,1686441389
358,vilhena,-12.7406,-60.1458,24.12,78,40,2.06,BR,1686441137
359,choyr,46.3611,108.3611,16.76,43,42,3.15,MN,1686441389
360,anna regina,7.2644,-58.5077,26.59,85,4,3.08,GY,1686441389
361,ezhva,61.8128,50.7283,4.97,80,75,3.0,RU,1686441389
362,mapleton,40.1302,-111.5785,26.54,24,0,3.6,US,1686441389
363,bridgewater,44.3835,-64.5155,13.95,91,98,1.03,CA,1686441390
364,tsiombe,-25.3,45.4833,17.72,95,0,1.99,MG,1686441102
365,malvan,16.0667,73.4667,28.44,80,95,6.28,IN,1686441390
366,aykhal,66.0,111.5,3.3,95,97,11.38,RU,1686441079
367,buala,-8.145,159.5921,29.32,72,64,3.72,SB,1686441390
368,cestos city,5.46,-9.5828,25.31,89,100,4.14,LR,1686441390
369,prievidza,48.7745,18.6275,15.99,97,77,2.27,SK,1686441390
370,morehead,37.2711,-87.1764,28.86,49,0,0.0,US,1686441282
371,island harbour,50.724,-1.2758,18.89,88,73,0.89,GB,1686441390
372,kayangel,8.0823,134.7173,28.62,73,93,2.46,PW,1686441109
373,rio preto da eva,-2.6994,-59.6997,23.96,95,98,0.34,BR,1686441391
374,sakiai,54.9547,23.0358,9.42,56,0,5.43,LT,1686441391
375,kharp,66.8014,65.8081,9.36,92,100,1.66,RU,1686441391
376,casper,42.8666,-106.3131,17.07,68,100,8.75,US,1686441391
377,arkhangel'sk,64.5401,40.5433,2.6,89,63,2.05,RU,1686441391
378,mao,39.8885,4.2658,20.31,100,75,2.06,ES,1686441391
379,pijijiapan,15.7011,-93.23,29.63,74,100,1.92,MX,1686441391
380,siwa oasis,29.2041,25.5195,25.65,43,37,2.65,EG,1686441392
381,port lincoln,-34.7333,135.8667,13.54,62,15,4.84,AU,1686441036
382,amga,60.8953,131.9608,20.69,45,99,1.53,RU,1686441392
383,guerrero negro,27.9769,-114.0611,17.66,75,42,6.19,MX,1686440966
384,coahuayana de hidalgo,18.7,-103.6583,28.92,68,88,2.87,MX,1686441392
385,al fujairah city,25.1164,56.3414,30.07,100,54,3.6,AE,1686441392
386,san mariano,7.5,126.0,27.27,75,82,0.99,PH,1686441392
387,chita,52.0333,113.55,12.94,62,17,0.0,RU,1686441303
388,el abiodh sidi cheikh,32.893,0.5484,25.12,29,0,4.43,DZ,1686441392
389,la ronge,55.1001,-105.2842,24.12,33,40,3.09,CA,1686441392
390,alta,69.9689,23.2717,6.22,69,34,1.54,NO,1686441393
391,shimoda,34.6667,138.95,21.2,95,100,2.88,JP,1686441106
392,bangaon,23.0667,88.8167,28.06,88,90,2.22,IN,1686441393
393,adam,22.3756,57.5233,29.99,35,100,3.08,OM,1686441393
394,petrovsk-zabaykal'skiy,51.273,108.843,21.36,36,34,1.45,RU,1686441393
395,balqash,46.8481,74.995,19.08,54,21,9.34,KZ,1686441184
396,haiku-pauwela,20.9219,-156.3051,30.01,40,20,10.29,US,1686441393
397,benghazi,32.1167,20.0667,22.47,62,21,0.85,LY,1686441393
398,carutapera,-1.195,-46.02,24.78,91,7,2.84,BR,1686441393
399,tadmur,34.5608,38.2805,24.21,36,1,5.11,SY,1686441213
400,margate,51.3813,1.3862,18.16,70,11,0.89,GB,1686441041
401,serdar,38.9764,56.2757,25.34,20,8,3.98,TM,1686441394
402,menongue,-14.6585,17.691,12.67,45,11,1.03,AO,1686441394
403,rio grande,-32.035,-52.0986,14.06,76,97,5.92,BR,1686441394
404,valkeakoski,61.2642,24.0312,9.68,71,24,2.8,FI,1686441394
405,kimbe,-5.5502,150.1429,30.85,60,41,0.61,PG,1686441108
406,nevel'sk,46.6733,141.8633,11.32,94,100,0.45,RU,1686441394
407,novyy urgal,51.0736,132.5642,20.63,68,46,0.66,RU,1686441394
408,jakiri,6.1,10.65,14.99,95,51,1.3,CM,1686441395
409,christiana,-27.914,25.1611,7.91,45,0,3.17,ZA,1686441395
410,tulun,54.5611,100.5792,17.55,91,95,3.83,RU,1686441395
411,merizo village,13.2658,144.6691,29.99,75,51,4.65,GU,1686441107
412,mata-utu,-13.2816,-176.1745,28.13,78,87,8.19,WF,1686441072
413,nishon tumani,38.694,65.6751,21.14,52,0,1.03,UZ,1686441395
414,hamilton,39.1834,-84.5333,27.69,37,0,4.12,US,1686441249
415,bebedja,8.6761,16.566,24.62,80,74,1.55,TD,1686441396
416,jamtara,23.95,86.8,28.72,69,12,2.7,IN,1686441396
417,masterton,-40.9597,175.6575,11.6,63,71,0.98,NZ,1686441056
418,san patricio,28.017,-97.5169,34.4,65,7,7.91,US,1686440886
419,toliara,-23.35,43.6667,19.52,89,0,2.56,MG,1686441181
420,qarazhal,48.0078,70.7903,15.53,47,0,3.87,KZ,1686441396
421,nuku'alofa,-21.1333,-175.2,24.19,69,75,1.54,TO,1686441246
422,dumingag,8.1692,123.3506,26.93,89,100,1.85,PH,1686441396
423,pidhorodne,48.5753,35.1068,16.9,89,100,6.97,UA,1686441396
424,hinthada,17.6333,95.4667,27.29,81,82,2.41,MM,1686441397
425,upington,-28.4478,21.2561,8.21,49,0,3.09,ZA,1686441060
426,porto novo,6.4965,2.6036,26.9,92,100,1.93,BJ,1686441397
427,east london,-33.0153,27.9116,13.67,69,0,3.99,ZA,1686441047
428,the pas,53.8251,-101.2541,22.01,30,0,5.14,CA,1686441397
429,laguna,38.421,-121.4238,28.16,49,0,3.09,US,1686441074
430,jinchang,38.4953,102.1739,24.24,22,100,1.76,CN,1686441104
431,acapulco de juarez,16.8634,-99.8901,31.9,66,75,5.14,MX,1686440797
432,turinsk,58.0458,63.696,9.32,94,100,4.48,RU,1686441397
433,lazaro cardenas,17.9583,-102.2,28.78,67,79,5.12,MX,1686441397
434,al burayqah,30.4062,19.5739,22.82,59,18,1.51,LY,1686441397
435,kenora,49.8167,-94.4337,20.54,37,40,4.12,CA,1686440925
436,north bay,46.3168,-79.4663,22.01,56,75,4.63,CA,1686441398
437,black point,-34.6187,137.8972,13.41,62,0,4.43,AU,1686441398
438,vega de alatorre,20.0333,-96.6333,30.21,77,29,5.35,MX,1686441398
439,kupang,-10.1667,123.5833,27.32,65,20,6.17,ID,1686441398
440,bodo,67.28,14.405,9.87,84,0,2.57,NO,1686441398
441,jwaneng,-24.6004,24.7303,9.96,23,0,2.37,BW,1686441398
442,kampung sungai ara,5.327,100.2735,26.95,83,20,0.0,MY,1686441398
443,burao,9.5221,45.5336,23.75,59,87,8.96,SO,1686441399
444,taoudenni,22.6783,-3.9836,35.22,14,0,6.5,ML,1686441399
445,bahir dar,11.5936,37.3908,17.9,87,100,3.54,ET,1686441071
446,livno,43.8269,17.0078,15.98,94,100,2.27,BA,1686441399
447,quellon,-43.1167,-73.6167,6.14,87,40,0.0,CL,1686441121
448,padre bernardo,-15.35,-48.5,22.41,48,64,0.96,BR,1686441399
449,taroa,8.7058,171.2275,28.19,76,67,7.89,MH,1686441399
450,brookings,44.3114,-96.7984,23.0,68,40,6.17,US,1686441262
451,petoskey,45.3733,-84.9553,21.17,69,66,3.08,US,1686441399
452,cody,44.5263,-109.0565,15.36,88,100,3.6,US,1686441362
453,pyin oo lwin,22.0333,96.4667,20.38,88,71,0.78,MM,1686441401
454,zadar,44.1197,15.2422,19.34,100,20,1.03,HR,1686441401
455,ilhabela,-23.7781,-45.3581,21.53,66,0,2.57,BR,1686441401
456,melenki,55.3343,41.6295,5.45,71,92,3.39,RU,1686441401
457,durban,-29.8579,31.0292,12.51,74,0,2.72,ZA,1686441038
458,sur,22.5667,59.5289,31.73,48,95,1.69,OM,1686441401
459,itamaraca,-7.7478,-34.8256,26.03,82,5,3.85,BR,1686441090
460,tamiahua,21.2667,-97.45,29.4,78,42,5.87,MX,1686441402
461,narvik,68.4384,17.4272,11.32,58,25,2.54,NO,1686441402
462,kasongo-lunda,-6.4667,16.8167,21.32,93,86,0.76,CD,1686441402
463,tazovsky,67.4667,78.7,8.59,52,100,6.82,RU,1686441402
464,tyumentsevo,53.3224,81.498,11.77,80,0,2.28,RU,1686441402
465,acajutla,13.5928,-89.8275,28.86,73,92,0.74,SV,1686441402
466,nuuk,64.1835,-51.7216,7.07,51,100,15.66,GL,1686441402
467,ad dabbah,18.05,30.95,33.45,31,59,2.71,SD,1686441402
468,arkalyk,50.2486,66.9114,15.06,48,0,3.49,KZ,1686441071
469,kicevo,41.5144,20.9633,16.05,85,100,0.46,MK,1686441403
470,tofol,5.3248,163.0078,27.83,75,97,3.89,FM,1686441060
471,maputo,-25.9653,32.5892,17.9,76,40,3.6,MZ,1686441403
472,vedaraniyam,10.3667,79.85,29.66,73,93,3.76,IN,1686441403
473,bafq,31.6128,55.4107,27.68,29,9,1.59,IR,1686441403
474,kununurra,-15.7667,128.7333,23.99,57,100,0.0,AU,1686440867
475,abadan,30.3392,48.3043,32.97,29,0,2.06,IR,1686441403
476,paimio,60.4567,22.6869,5.79,78,14,1.59,FI,1686441403
477,tubarjal,30.4999,38.216,25.16,35,0,7.57,SA,1686441403
478,ardestan,33.3761,52.3694,25.67,36,15,1.4,IR,1686441404
479,penzance,50.1186,-5.5371,16.38,95,48,2.71,GB,1686441404
480,balkashino,52.5167,68.7667,12.23,67,0,1.05,KZ,1686441404
481,el bauga,18.262,33.9081,33.38,32,77,7.39,SD,1686441404
482,st. john's,47.5649,-52.7093,9.43,96,100,5.14,CA,1686441052
483,vohibinany,-17.35,49.0333,16.56,99,19,1.29,MG,1686441404
484,vico del gargano,41.8983,15.9576,18.7,81,20,1.91,IT,1686441404
485,sao joao da barra,-21.6403,-41.0511,21.05,91,0,6.39,BR,1686441362
486,sinfra,6.6167,-5.9167,22.44,96,100,1.99,CI,1686441405
487,slyudyanka,51.6594,103.7061,21.61,44,93,0.59,RU,1686441405
488,pemangkat,1.1667,108.9667,26.09,83,62,2.03,ID,1686441110
489,bomdila,27.25,92.4,14.81,95,98,0.92,IN,1686441405
490,ormara,25.2088,64.6357,28.06,84,39,2.73,PK,1686441405
491,waitara,-38.925,174.25,15.68,71,0,0.52,NZ,1686441405
492,esil,51.9556,66.4042,14.11,49,0,3.78,KZ,1686441405
493,kristiansund,63.1115,7.732,13.36,71,40,0.0,NO,1686441405
494,abepura,-2.6333,140.5833,28.45,74,20,3.6,ID,1686441064
495,esmeraldas,-19.7625,-44.3139,21.58,58,0,1.05,BR,1686440899
496,cabedelo,-6.9811,-34.8339,25.37,81,1,5.25,BR,1686441406
497,bukene,-4.2333,32.8833,18.05,57,30,2.61,TZ,1686441406
498,sydney mines,46.2367,-60.2177,12.36,83,75,3.09,CA,1686441406
499,vernon,50.2581,-119.2691,26.83,77,71,1.03,CA,1686440811
500,pisco,-13.7,-76.2167,21.03,73,0,8.75,PE,1686441038
501,belyy yar,53.6039,91.3903,12.94,88,40,7.0,RU,1686441406
502,san juan de miraflores,-12.1629,-76.9635,21.76,78,48,3.93,PE,1686441229
503,qui nhon,13.7667,109.2333,28.68,70,91,5.78,VN,1686441406
504,ponta delgada,37.7333,-25.6667,17.4,72,20,3.09,PT,1686441097
505,nadym,65.5333,72.5167,10.5,75,100,9.67,RU,1686441112
506,port macquarie,-31.4333,152.9167,16.05,63,11,0.7,AU,1686441407
507,al wajh,26.2455,36.4525,28.97,79,0,3.09,SA,1686441407
508,bayanhongor,46.7167,100.1167,13.81,50,16,0.46,MN,1686441407
509,dhuusamarreeb,5.535,46.3861,24.53,73,98,7.92,SO,1686441407
510,boguchany,58.3814,97.4531,12.56,52,62,4.3,RU,1686441407
511,strelka,58.0728,93.0344,11.02,57,28,3.81,RU,1686441407
512,skiathos,39.1623,23.4909,20.54,73,99,2.68,GR,1686441408
513,lompoc,34.6391,-120.4579,19.32,81,0,4.63,US,1686441104
514,sao jose da coroa grande,-8.8978,-35.1478,24.44,80,6,2.22,BR,1686441066
515,luena,-11.7833,19.9167,18.1,55,73,2.57,AO,1686441408
516,ron phibun,8.1791,99.8542,25.83,88,100,2.33,TH,1686441408
517,castillos,-34.1667,-53.8333,11.55,50,98,4.28,UY,1686441098
518,portel,-1.9356,-50.8211,24.63,88,28,1.55,BR,1686441408
519,axim,4.8699,-2.2405,24.79,88,100,6.17,GH,1686441408
520,vieux fort,13.7167,-60.95,28.64,79,40,9.77,LC,1686441408
521,tabou,4.423,-7.3528,25.42,85,100,5.88,CI,1686441098
522,moldova noua,44.7375,21.6669,15.02,90,24,1.29,RO,1686441409
523,karnobat,42.65,26.9833,17.91,70,6,1.83,BG,1686441409
524,saynshand,44.8824,110.1163,18.0,45,1,4.21,MN,1686441409
525,belo sur tsiribihina,-19.7,44.55,17.18,94,2,1.99,MG,1686441409
526,chilecito,-29.1619,-67.4974,10.15,41,0,3.61,AR,1686441409
527,ormond-by-the-sea,29.3491,-81.0665,27.27,81,75,3.6,US,1686441409
528,erenhot,43.6475,111.9767,15.93,54,5,5.01,CN,1686441113
529,lewistown,40.5992,-77.5714,26.41,38,0,2.06,US,1686441409
530,libenge,3.65,18.6333,21.01,94,100,0.78,CD,1686441409
531,filadelfia,39.9523,-75.1638,27.14,43,72,0.89,US,1686441161
532,chanute,37.6792,-95.4572,26.06,65,20,3.6,US,1686441410
533,fort mcmurray,56.7268,-111.381,28.77,34,0,6.69,CA,1686440926
534,nova vicosa,-17.8919,-39.3719,23.03,84,6,4.1,BR,1686441410
535,klaksvik,62.2266,-6.589,10.51,98,100,2.9,FO,1686441410
536,jawf al maqbabah,13.8378,45.8349,27.99,57,100,0.37,YE,1686441410
537,hadibu,12.65,54.0333,28.79,77,98,9.17,YE,1686441034
538,kone,-21.0595,164.8658,25.01,47,0,2.79,NC,1686441061
539,fisterra,42.9049,-9.2629,15.57,90,38,3.47,ES,1686441099
540,nouadhibou,20.931,-17.0347,22.99,73,0,6.17,MR,1686441410
541,cooper's town,26.8667,-77.5167,27.88,72,0,2.65,BS,1686441411
542,bor,56.3567,44.0669,3.96,76,41,2.26,RU,1686441411
543,maragogi,-9.0122,-35.2225,24.24,80,5,1.97,BR,1686441411
544,bechar,31.6167,-2.2167,29.18,10,0,2.06,DZ,1686441411
545,fada,9.5667,8.3,20.63,96,100,1.09,NG,1686441411
546,sokoni,-6.4333,39.55,24.92,79,11,5.85,TZ,1686441411
547,nova sintra,14.8667,-24.7167,22.31,80,46,8.01,CV,1686441411
548,karkira,36.9292,6.5856,19.02,87,10,1.88,DZ,1686441411
549,bengaluru,12.9762,77.6033,20.9,82,84,5.47,IN,1686441327
550,tartu,58.3806,26.7251,8.5,64,2,0.0,EE,1686441412
551,kirakira,-10.4544,161.9205,28.7,76,52,3.52,SB,1686441066
552,strezhevoy,60.7333,77.5889,11.7,53,97,5.88,RU,1686441124
553,hammerfest,70.6634,23.6821,8.25,61,99,1.54,NO,1686441412
554,gubkinskiy,64.434,76.5026,10.45,49,100,9.42,RU,1686441412
555,cam ranh,11.9214,109.1591,26.98,89,75,0.51,VN,1686441412
556,celestun,20.8667,-90.4,28.64,72,7,6.39,MX,1686441412
557,mount isa,-20.7333,139.5,19.87,30,0,0.0,AU,1686441047
558,redencao,-4.2258,-38.7306,22.74,96,5,0.55,BR,1686441412
559,envira,-7.3,-70.2167,22.82,98,36,0.85,BR,1686441413
560,oulad teima,30.3947,-9.209,19.6,80,13,2.64,MA,1686441413
561,correntina,-13.3433,-44.6367,23.08,57,63,1.01,BR,1686441413
